bank_ref_id,transaction_id,settled_amount_paise,settlement_date,instrument_type,merchant_id,fee_paise,gst_paise,settlement_id,utr,currency,gross_amount_paise
bnk_7477241,7477241,2608,2010-01-01,DEBIT_CARD,75781,26,5,set_7477241,,,2639
bnk_7477242,7477242,4978,2010-01-01,DEBIT_CARD,86616,50,9,set_7477242,,,5037
bnk_7477244,7477244,571,2010-01-01,DEBIT_CARD,57885,6,1,set_7477244,,,578
bnk_7477245,7477245,6151,2010-01-01,CREDIT_CARD,43293,126,23,set_7477245,,,6300
bnk_7477246,7477246,85,2010-01-01,CREDIT_CARD,44919,2,0,set_7477246,,,87
bnk_7477247,7477247,6249,2010-01-01,CREDIT_CARD,61195,128,23,set_7477247,,,6400
bnk_7477248,7477248,501,2010-01-01,DEBIT_CARD,20519,5,1,set_7477248,,,507
bnk_7477249,7477249,961,2010-01-01,CREDIT_CARD,65940,20,4,set_7477249,,,985
bnk_7477250,7477250,8572,2010-01-01,DEBIT_CARD,38602,87,16,set_7477250,,,8675
bnk_7477251,7477251,897,2010-01-01,CREDIT_CARD,33526,18,3,set_7477251,,,918
bnk_7477254,7477254,1285,2010-01-01,DEBIT_CARD,25887,13,2,set_7477254,,,1300
bnk_7477255,7477255,1327,2010-01-01,DEBIT_CARD,68671,12,2,set_7477255,,,1203
bnk_7477256,7477256,1235,2010-01-01,DEBIT_CARD,40873,12,2,set_7477256,,,1249
bnk_7477257,7477257,154,2010-01-01,DEBIT_CARD,47033,2,0,set_7477257,,,156
bnk_7477258,7477258,1707,2010-01-01,DEBIT_CARD,94992,17,3,set_7477258,,,1727
bnk_7477260,7477260,533,2010-01-01,DEBIT_CARD,92722,5,1,set_7477260,,,539
bnk_7477261,7477261,1008,2010-01-01,DEBIT_CARD,61195,10,2,set_7477261,,,1020
bnk_7477262,7477262,4465,2010-01-01,DEBIT_CARD,21881,45,8,set_7477262,,,4518
bnk_7477263,7477263,1217,2010-01-01,DEBIT_CARD,10126,12,2,set_7477263,,,1231
bnk_7477264,7477264,807,2010-01-01,DEBIT_CARD,77913,8,1,set_7477264,,,816
bnk_7477265,7477265,2609,2010-01-01,DEBIT_CARD,57263,26,5,set_7477265,,,2640
bnk_7477267,7477267,1115,2010-01-01,DEBIT_CARD,7330,11,2,set_7477267,,,1128
bnk_7477268,7477268,11033,2010-01-01,DEBIT_CARD,16014,112,20,set_7477268,,,11165
bnk_7477269,7477269,596,2010-01-01,DEBIT_CARD,64928,6,1,set_7477269,,,603
bnk_7477270,7477270,1904,2010-01-01,DEBIT_CARD,22204,19,3,set_7477270,,,1926
bnk_7477272,7477272,3481,2010-01-01,DEBIT_CARD,39021,35,6,set_7477272,,,3522
bnk_7477273,7477273,1709,2010-01-01,DEBIT_CARD,61195,17,3,set_7477273,,,1729
bnk_7477273b,7477273,1709,2010-01-01,DEBIT_CARD,61195,17,3,set_7477273b,,,1729
bnk_7477274,7477274,1060,2010-01-01,DEBIT_CARD,75781,11,2,set_7477274,,,1073
bnk_7477275,7477275,184,2010-01-01,DEBIT_CARD,86438,2,0,set_7477275,,,186
bnk_7477278,7477278,3494,2010-01-01,DEBIT_CARD,59935,35,6,set_7477278,,,3535
bnk_7477280,7477280,1953,2010-01-01,DEBIT_CARD,16798,20,4,set_7477280,,,1977
bnk_7477281,7477281,32091,2010-01-01,CREDIT_CARD,81222,657,118,set_7477281,,,32866
bnk_7477282,7477282,4710,2010-01-01,DEBIT_CARD,39021,48,9,set_7477282,,,4767
bnk_7477284,7477284,783,2010-01-01,CREDIT_CARD,23098,16,3,set_7477284,,,802
bnk_7477285,7477285,5040,2010-01-01,DEBIT_CARD,61195,51,9,set_7477285,,,5100
bnk_7477286,7477286,330,2010-01-01,DEBIT_CARD,64594,3,1,set_7477286,,,334
bnk_7477287,7477287,1155,2010-01-01,DEBIT_CARD,75936,12,2,set_7477287,,,1169
bnk_7477288,7477288,476,2010-01-01,CREDIT_CARD,60569,10,2,set_7477288,,,488
bnk_7477289,7477289,5948,2010-01-01,DEBIT_CARD,93700,60,11,set_7477289,,,6019
bnk_7477291,7477291,1594,2010-01-01,DEBIT_CARD,26905,16,3,set_7477291,,,1613
bnk_7477292,7477292,759,2010-01-01,DEBIT_CARD,61195,8,1,set_7477292,,,768
bnk_7477294,7477294,722,2010-01-01,DEBIT_CARD,75936,7,1,set_7477294,,,730
bnk_7477295,7477295,1549,2010-01-01,DEBIT_CARD,50783,16,3,set_7477295,,,1568
bnk_7477296,7477296,5312,2010-01-01,DEBIT_CARD,83229,54,10,set_7477296,,,5376
bnk_7477297,7477297,2152,2010-01-01,CREDIT_CARD,80575,44,8,set_7477297,,,2204
bnk_7477300,7477300,6522,2010-01-01,DEBIT_CARD,43293,66,12,set_7477300,,,6600
bnk_7477301,7477301,5565,2010-01-01,CREDIT_CARD,5248,114,21,set_7477301,,,5700
bnk_7477301b,7477301,5565,2010-01-01,CREDIT_CARD,5248,114,21,set_7477301b,,,5700
bnk_7477304,7477304,7963,2010-01-01,DEBIT_CARD,43293,81,15,set_7477304,,,8059
bnk_7477305,7477305,7365,2010-01-01,CREDIT_CARD,23446,151,27,set_7477305,,,7543
bnk_7477306,7477306,637,2010-01-01,DEBIT_CARD,28395,6,1,set_7477306,,,644
bnk_7477307,7477307,227,2010-01-01,DEBIT_CARD,14528,2,0,set_7477307,,,229
bnk_7477308,7477308,4490,2010-01-01,CREDIT_CARD,34488,92,17,set_7477308,,,4599
bnk_7477309,7477309,1293,2010-01-01,DEBIT_CARD,55060,13,2,set_7477309,,,1308
bnk_7477310,7477310,1399,2010-01-01,DEBIT_CARD,17493,14,3,set_7477310,,,1416
bnk_7477312,7477312,1138,2010-01-01,DEBIT_CARD,28395,12,2,set_7477312,,,1152
bnk_7477313,7477313,2204,2010-01-01,DEBIT_CARD,16798,22,4,set_7477313,,,2230
bnk_7477314,7477314,109,2010-01-01,DEBIT_CARD,14528,1,0,set_7477314,,,110
bnk_7477315,7477315,9234,2010-01-01,DEBIT_CARD,31859,93,17,set_7477315,,,9344
bnk_7477316,7477316,5336,2010-01-01,DEBIT_CARD,61195,54,10,set_7477316,,,5400
bnk_7477319,7477319,1886,2010-01-01,DEBIT_CARD,75781,19,3,set_7477319,,,1908
bnk_7477320,7477320,9388,2010-01-01,DEBIT_CARD,59935,95,17,set_7477320,,,9500
bnk_7477321,7477321,2234,2010-01-01,DEBIT_CARD,61078,23,4,set_7477321,,,2261
bnk_7477322,7477322,593,2010-01-01,CREDIT_CARD,83229,12,2,set_7477322,,,607
bnk_7477323,7477323,92,2010-01-01,DEBIT_CARD,69972,1,0,set_7477323,,,93
bnk_7477325,7477325,1805,2010-01-01,DEBIT_CARD,39637,18,3,set_7477325,,,1760
bnk_7477326,7477326,7421,2010-01-01,CREDIT_CARD,5248,152,27,set_7477326,,,7600
bnk_7477328,7477328,1779,2010-01-01,DEBIT_CARD,87907,18,3,set_7477328,,,1800
bnk_7477330,7477330,712,2010-01-01,DEBIT_CARD,10792,7,1,set_7477330,,,720
bnk_7477331,7477331,954,2010-01-01,CREDIT_CARD,69972,20,4,set_7477331,,,978
bnk_7477333,7477333,2811,2010-01-01,DEBIT_CARD,88646,28,5,set_7477333,,,2844
bnk_7477334,7477334,1938,2010-01-01,DEBIT_CARD,16798,20,4,set_7477334,,,1962
bnk_7477335,7477335,7602,2010-01-01,DEBIT_CARD,93508,77,14,set_7477335,,,7693
bnk_7477336,7477336,3996,2010-01-01,DEBIT_CARD,77975,40,7,set_7477336,,,4043
bnk_7477337,7477337,2182,2010-01-01,DEBIT_CARD,41983,22,4,set_7477337,,,2208
bnk_7477338,7477338,3756,2010-01-01,DEBIT_CARD,59292,38,7,set_7477338,,,3801
bnk_7477339,7477339,943,2010-01-01,DEBIT_CARD,88646,10,2,set_7477339,,,955
bnk_7477340,7477340,821,2010-01-01,DEBIT_CARD,2177,8,1,set_7477340,,,830
bnk_7477341,7477341,5929,2010-01-01,DEBIT_CARD,27092,60,11,set_7477341,,,6000
bnk_7477342,7477342,517,2010-01-01,DEBIT_CARD,61195,5,1,set_7477342,,,523
bnk_7477344,7477344,190,2010-01-01,DEBIT_CARD,33041,2,0,set_7477344,,,192
bnk_7477347,7477347,7186,2010-01-01,DEBIT_CARD,38958,73,13,set_7477347,,,7272
bnk_7477349,7477349,5655,2010-01-01,DEBIT_CARD,31883,57,10,set_7477349,,,5722
bnk_7477350,7477350,662,2010-01-01,CREDIT_CARD,19143,14,3,set_7477350,,,679
bnk_7477353,7477353,1056,2010-01-01,DEBIT_CARD,59397,11,2,set_7477353,,,1069
bnk_7477354,7477354,1107,2010-01-01,DEBIT_CARD,50783,11,2,set_7477354,,,1120
bnk_7477355,7477355,645,2010-01-01,DEBIT_CARD,50783,7,1,set_7477355,,,653
bnk_7477357,7477357,2075,2010-01-01,DEBIT_CARD,46284,21,4,set_7477357,,,2100
bnk_7477358,7477358,1551,2010-01-01,DEBIT_CARD,65593,16,3,set_7477358,,,1570
bnk_7477359,7477359,6347,2010-01-01,CREDIT_CARD,59935,130,23,set_7477359,,,6500
bnk_7477360,7477360,625,2010-01-01,DEBIT_CARD,41260,6,1,set_7477360,,,632
bnk_7477361,7477361,17175,2010-01-01,CREDIT_CARD,16790,352,63,set_7477361,,,17590
bnk_7477363,7477363,918,2010-01-01,DEBIT_CARD,47710,9,2,set_7477363,,,929
bnk_7477364,7477364,10173,2010-01-01,DEBIT_CARD,43293,103,19,set_7477364,,,10295
bnk_7477365,7477365,1287,2010-01-01,CREDIT_CARD,55719,26,5,set_7477365,,,1318
bnk_7477366,7477366,1189,2010-01-01,DEBIT_CARD,54022,12,2,set_7477366,,,1203
bnk_7477367,7477367,1224,2010-01-01,CREDIT_CARD,25717,22,4,set_7477367,,,1111
bnk_7477368,7477368,51,2010-01-01,DEBIT_CARD,98374,1,0,set_7477368,,,52
bnk_7477369,7477369,871,2010-01-01,DEBIT_CARD,41260,9,2,set_7477369,,,882
bnk_7477370,7477370,1718,2010-01-01,CREDIT_CARD,61195,35,6,set_7477370,,,1759
bnk_7477372,7477372,4206,2010-01-01,DEBIT_CARD,39021,43,8,set_7477372,,,4257
bnk_7477373,7477373,2251,2010-01-01,DEBIT_CARD,4439,23,4,set_7477373,,,2278
bnk_7477374,7477374,7616,2010-01-01,CREDIT_CARD,22204,156,28,set_7477374,,,7800
bnk_7477375,7477375,965,2010-01-01,DEBIT_CARD,22204,10,2,set_7477375,,,977
bnk_7477376,7477376,923,2010-01-01,DEBIT_CARD,61195,9,2,set_7477376,,,934
bnk_7477378,7477378,5089,2010-01-01,DEBIT_CARD,39021,51,9,set_7477378,,,5149
bnk_7477379,7477379,2341,2010-01-01,DEBIT_CARD,568,24,4,set_7477379,,,2369
bnk_7477380,7477380,759,2010-01-01,DEBIT_CARD,22204,8,1,set_7477380,,,768
bnk_7477381,7477381,1125,2010-01-01,DEBIT_CARD,46284,11,2,set_7477381,,,1138
bnk_7477382,7477382,8301,2010-01-01,DEBIT_CARD,43293,84,15,set_7477382,,,8400
bnk_7477383,7477383,1212,2010-01-01,DEBIT_CARD,620,12,2,set_7477383,,,1226
bnk_7477384,7477384,5400,2010-01-01,CREDIT_CARD,99370,111,20,set_7477384,,,5531
bnk_7477386,7477386,1668,2010-01-01,DEBIT_CARD,62272,17,3,set_7477386,,,1688
bnk_7477386b,7477386,1668,2010-01-01,DEBIT_CARD,62272,17,3,set_7477386b,,,1688
bnk_7477387,7477387,36136,2010-01-01,DEBIT_CARD,32858,366,66,set_7477387,,,36568
bnk_7477388,7477388,2506,2010-01-01,DEBIT_CARD,69972,25,5,set_7477388,,,2535
bnk_7477389,7477389,8854,2010-01-01,CREDIT_CARD,44559,181,33,set_7477389,,,9068
bnk_7477390,7477390,1283,2010-01-01,DEBIT_CARD,80141,13,2,set_7477390,,,1298
bnk_7477391,7477391,3045,2010-01-01,DEBIT_CARD,60569,31,6,set_7477391,,,3082
bnk_7477392,7477392,114,2010-01-01,CREDIT_CARD,14528,2,0,set_7477392,,,116
bnk_7477393,7477393,297,2010-01-01,DEBIT_CARD,75781,3,1,set_7477393,,,301
bnk_7477396,7477396,18768,2010-01-01,DEBIT_CARD,46284,190,34,set_7477396,,,18992
bnk_7477397,7477397,1411,2010-01-01,CREDIT_CARD,39261,29,5,set_7477397,,,1445
bnk_7477398,7477398,12,2010-01-01,DEBIT_CARD,86438,0,0,set_7477398,,,12
bnk_7477399,7477399,9431,2010-01-01,CREDIT_CARD,22204,193,35,set_7477399,,,9659
bnk_7477400,7477400,1158,2010-01-01,DEBIT_CARD,75781,12,2,set_7477400,,,1172
bnk_7477401,7477401,64774,2010-01-01,CREDIT_CARD,57386,1327,239,set_7477401,,,66340
bnk_7477402,7477402,15729,2010-01-01,CREDIT_CARD,60569,319,57,set_7477402,,,15963
bnk_7477403,7477403,3807,2010-01-01,DEBIT_CARD,75781,39,7,set_7477403,,,3853
bnk_7477404,7477404,1718,2010-01-01,DEBIT_CARD,75804,17,3,set_7477404,,,1738
bnk_7477405,7477405,763,2010-01-01,DEBIT_CARD,92400,8,1,set_7477405,,,772
bnk_7477406,7477406,5332,2010-01-01,DEBIT_CARD,13646,54,10,set_7477406,,,5396
bnk_7477408,7477408,3097,2010-01-01,DEBIT_CARD,79410,31,6,set_7477408,,,3134
bnk_7477409,7477409,135,2010-01-01,DEBIT_CARD,11442,1,0,set_7477409,,,81
bnk_7477411,7477411,8428,2010-01-01,CREDIT_CARD,68668,173,31,set_7477411,,,8632
bnk_7477413,7477413,7211,2010-01-01,DEBIT_CARD,60569,73,13,set_7477413,,,7297
bnk_7477414,7477414,2350,2010-01-01,DEBIT_CARD,61195,24,4,set_7477414,,,2378
bnk_7477415,7477415,1358,2010-01-01,CREDIT_CARD,98801,28,5,set_7477415,,,1391
bnk_7477416,7477416,4759,2010-01-01,DEBIT_CARD,13646,48,9,set_7477416,,,4816
bnk_7477417,7477417,699,2010-01-01,CREDIT_CARD,59935,14,3,set_7477417,,,716
bnk_7477418,7477418,1137,2010-01-01,DEBIT_CARD,5071,12,2,set_7477418,,,1151
bnk_7477420,7477420,1882,2010-01-01,CREDIT_CARD,39111,39,7,set_7477420,,,1928
bnk_7477421,7477421,1746,2010-01-01,DEBIT_CARD,14926,18,3,set_7477421,,,1767
bnk_7477422,7477422,4183,2010-01-01,DEBIT_CARD,18563,42,8,set_7477422,,,4233
bnk_7477423,7477423,5572,2010-01-01,DEBIT_CARD,77839,56,10,set_7477423,,,5638
bnk_7477425,7477425,1209,2010-01-01,DEBIT_CARD,44578,12,2,set_7477425,,,1223
bnk_7477426,7477426,1233,2010-01-01,DEBIT_CARD,88550,12,2,set_7477426,,,1247
bnk_7477427,7477427,508,2010-01-01,CREDIT_CARD,39261,10,2,set_7477427,,,520
bnk_7477428,7477428,1234,2010-01-01,CREDIT_CARD,44578,25,5,set_7477428,,,1263
bnk_7477429,7477429,4521,2010-01-01,DEBIT_CARD,41122,46,8,set_7477429,,,4575
bnk_7477433,7477433,6249,2010-01-01,CREDIT_CARD,49789,128,23,set_7477433,,,6400
bnk_7477434,7477434,8495,2010-01-01,CREDIT_CARD,61195,174,31,set_7477434,,,8700
bnk_7477435,7477435,106,2010-01-01,DEBIT_CARD,14528,1,0,set_7477435,,,107
bnk_7477436,7477436,1902,2010-01-01,DEBIT_CARD,13496,19,3,set_7477436,,,1924
bnk_7477438,7477438,9091,2010-01-01,DEBIT_CARD,59935,92,17,set_7477438,,,9200
bnk_7477439,7477439,5360,2010-01-01,CREDIT_CARD,26810,110,20,set_7477439,,,5490
bnk_7477440,7477440,8187,2010-01-01,DEBIT_CARD,17474,83,15,set_7477440,,,8285
bnk_7477442,7477442,246,2010-01-01,DEBIT_CARD,88646,2,0,set_7477442,,,248
bnk_7477443,7477443,42,2010-01-01,DEBIT_CARD,56979,0,0,set_7477443,,,42
bnk_7477444,7477444,378,2010-01-01,DEBIT_CARD,75936,4,1,set_7477444,,,383
bnk_7477447,7477447,1649,2010-01-01,DEBIT_CARD,41260,17,3,set_7477447,,,1669
bnk_7477449,7477449,208,2010-01-01,DEBIT_CARD,65691,2,0,set_7477449,,,210
bnk_7477450,7477450,8795,2010-01-01,DEBIT_CARD,59935,89,16,set_7477450,,,8900
bnk_7477451,7477451,937,2010-01-01,DEBIT_CARD,60416,8,1,set_7477451,,,802
bnk_7477452,7477452,548,2010-01-01,DEBIT_CARD,22938,6,1,set_7477452,,,555
bnk_7477453,7477453,9764,2010-01-01,CREDIT_CARD,27092,200,36,set_7477453,,,10000
bnk_7477456,7477456,3270,2010-01-01,CREDIT_CARD,20561,67,12,set_7477456,,,3349
bnk_7477457,7477457,1300,2010-01-01,DEBIT_CARD,17805,13,2,set_7477457,,,1315
bnk_7477458,7477458,1607,2010-01-01,DEBIT_CARD,60569,16,3,set_7477458,,,1626
bnk_7477459,7477459,161,2010-01-01,CREDIT_CARD,28395,3,1,set_7477459,,,165
bnk_7477460,7477460,862,2010-01-01,CREDIT_CARD,59397,18,3,set_7477460,,,883
bnk_7477461,7477461,7128,2010-01-01,CREDIT_CARD,26810,146,26,set_7477461,,,7300
bnk_7477463,7477463,1059,2010-01-01,DEBIT_CARD,87968,11,2,set_7477463,,,1072
bnk_7477464,7477464,1810,2010-01-01,DEBIT_CARD,44578,18,3,set_7477464,,,1831
bnk_7477465,7477465,5849,2010-01-01,CREDIT_CARD,46556,120,22,set_7477465,,,5991
bnk_7477466,7477466,911,2010-01-01,DEBIT_CARD,44578,9,2,set_7477466,,,922
bnk_7477468,7477468,11735,2010-01-01,DEBIT_CARD,73186,119,21,set_7477468,,,11875
bnk_7477469,7477469,1506,2010-01-01,DEBIT_CARD,50867,15,3,set_7477469,,,1524
bnk_7477470,7477470,1876,2010-01-01,DEBIT_CARD,18563,19,3,set_7477470,,,1898
bnk_7477471,7477471,6423,2010-01-01,DEBIT_CARD,61195,65,12,set_7477471,,,6500
bnk_7477472,7477472,9764,2010-01-01,CREDIT_CARD,27092,200,36,set_7477472,,,10000
bnk_7477473,7477473,740,2010-01-01,DEBIT_CARD,26810,7,1,set_7477473,,,748
bnk_7477474,7477474,12373,2010-01-01,CREDIT_CARD,49637,253,46,set_7477474,,,12672
bnk_7477475,7477475,1162,2010-01-01,DEBIT_CARD,69972,12,2,set_7477475,,,1176
bnk_7477476,7477476,1027,2010-01-01,DEBIT_CARD,71500,10,2,set_7477476,,,1039
bnk_7477478,7477478,2297,2010-01-01,DEBIT_CARD,39021,23,4,set_7477478,,,2324
bnk_7477479,7477479,1662,2010-01-01,DEBIT_CARD,69034,17,3,set_7477479,,,1682
bnk_7477480,7477480,900,2010-01-01,CREDIT_CARD,35451,18,3,set_7477480,,,921
bnk_7477482,7477482,977,2010-01-01,DEBIT_CARD,77704,10,2,set_7477482,,,989
bnk_7477483,7477483,3316,2010-01-01,CREDIT_CARD,20519,68,12,set_7477483,,,3396
bnk_7477484,7477484,1187,2010-01-01,DEBIT_CARD,75781,12,2,set_7477484,,,1201
bnk_7477485,7477485,8705,2010-01-01,DEBIT_CARD,52923,88,16,set_7477485,,,8809
bnk_7477486,7477486,861,2010-01-01,CREDIT_CARD,88646,18,3,set_7477486,,,882
bnk_7477486b,7477486,861,2010-01-01,CREDIT_CARD,88646,18,3,set_7477486b,,,882
bnk_7477487,7477487,4964,2010-01-01,CREDIT_CARD,85251,102,18,set_7477487,,,5084
bnk_7477488,7477488,9388,2010-01-01,DEBIT_CARD,59935,95,17,set_7477488,,,9500
bnk_7477489,7477489,1024,2010-01-01,DEBIT_CARD,41260,10,2,set_7477489,,,1036
bnk_7477492,7477492,1539,2010-01-01,CREDIT_CARD,61195,32,6,set_7477492,,,1577
bnk_7477494,7477494,6877,2010-01-01,DEBIT_CARD,59935,70,13,set_7477494,,,6960
bnk_7477495,7477495,1723,2010-01-01,CREDIT_CARD,63335,35,6,set_7477495,,,1764
bnk_7477496,7477496,1097,2010-01-01,DEBIT_CARD,21369,11,2,set_7477496,,,1110
bnk_7477497,7477497,9882,2010-01-01,DEBIT_CARD,27092,100,18,set_7477497,,,10000
bnk_7477498,7477498,690,2010-01-01,DEBIT_CARD,61195,7,1,set_7477498,,,698
bnk_7477499,7477499,7294,2010-01-01,DEBIT_CARD,61195,74,13,set_7477499,,,7381
bnk_7477500,7477500,4587,2010-01-01,DEBIT_CARD,46965,46,8,set_7477500,,,4641
bnk_7477501,7477501,7172,2010-01-01,DEBIT_CARD,11368,73,13,set_7477501,,,7258
bnk_7477502,7477502,895,2010-01-01,DEBIT_CARD,25887,9,2,set_7477502,,,906
bnk_7477505,7477505,1066,2010-01-01,DEBIT_CARD,56431,11,2,set_7477505,,,1079
bnk_7477507,7477507,7442,2010-01-01,DEBIT_CARD,81477,75,14,set_7477507,,,7531
bnk_7477508,7477508,7739,2010-01-01,DEBIT_CARD,60569,78,14,set_7477508,,,7831
bnk_7477509,7477509,11887,2010-01-01,DEBIT_CARD,94625,120,22,set_7477509,,,12029
bnk_7477510,7477510,203,2010-01-01,DEBIT_CARD,24823,2,0,set_7477510,,,205
bnk_7477511,7477511,1023,2010-01-01,DEBIT_CARD,30928,10,2,set_7477511,,,1035
bnk_7477512,7477512,11187,2010-01-01,DEBIT_CARD,59935,112,20,set_7477512,,,11170
bnk_7477517,7477517,1714,2010-01-01,DEBIT_CARD,39021,17,3,set_7477517,,,1734
bnk_7477518,7477518,8597,2010-01-01,DEBIT_CARD,50867,87,16,set_7477518,,,8700
bnk_7477520,7477520,14328,2010-01-01,CREDIT_CARD,60569,294,53,set_7477520,,,14675
bnk_7477522,7477522,125,2010-01-01,DEBIT_CARD,14528,1,0,set_7477522,,,126
bnk_7477525,7477525,814,2010-01-01,CREDIT_CARD,98374,17,3,set_7477525,,,834
bnk_7477526,7477526,713,2010-01-01,DEBIT_CARD,8192,7,1,set_7477526,,,721
bnk_7477527,7477527,1278,2010-01-01,DEBIT_CARD,88646,13,2,set_7477527,,,1293
bnk_7477529,7477529,884,2010-01-01,CREDIT_CARD,61195,18,3,set_7477529,,,905
bnk_7477530,7477530,8795,2010-01-01,DEBIT_CARD,61195,89,16,set_7477530,,,8900
bnk_7477531,7477531,1315,2010-01-01,CREDIT_CARD,47399,27,5,set_7477531,,,1347
bnk_7477532,7477532,3410,2010-01-01,DEBIT_CARD,39021,35,6,set_7477532,,,3451
bnk_7477534,7477534,1119,2010-01-01,DEBIT_CARD,75804,11,2,set_7477534,,,1132
bnk_7477535,7477535,1354,2010-01-01,DEBIT_CARD,22204,14,3,set_7477535,,,1372
bnk_7477536,7477536,1189,2010-01-01,DEBIT_CARD,41982,12,2,set_7477536,,,1203
bnk_7477537,7477537,416,2010-01-01,DEBIT_CARD,45926,4,1,set_7477537,,,421
bnk_7477538,7477538,3852,2010-01-01,DEBIT_CARD,59935,39,7,set_7477538,,,3898
bnk_7477539,7477539,3523,2010-01-01,DEBIT_CARD,50404,36,6,set_7477539,,,3565
bnk_7477540,7477540,1599,2010-01-01,DEBIT_CARD,75344,16,3,set_7477540,,,1618
bnk_7477542,7477542,946,2010-01-01,CREDIT_CARD,19901,19,3,set_7477542,,,968
bnk_7477543,7477543,8265,2010-01-01,CREDIT_CARD,56276,169,30,set_7477543,,,8464
bnk_7477544,7477544,123,2010-01-01,DEBIT_CARD,75866,1,0,set_7477544,,,124
bnk_7477544b,7477544,123,2010-01-01,DEBIT_CARD,75866,1,0,set_7477544b,,,124
bnk_7477545,7477545,5087,2010-01-01,CREDIT_CARD,61195,104,19,set_7477545,,,5210
bnk_7477548,7477548,989,2010-01-01,DEBIT_CARD,2177,10,2,set_7477548,,,1001
bnk_7477550,7477550,648,2010-01-01,CREDIT_CARD,44578,13,2,set_7477550,,,663
bnk_7477551,7477551,9882,2010-01-01,DEBIT_CARD,27092,100,18,set_7477551,,,10000
bnk_7477552,7477552,888,2010-01-01,DEBIT_CARD,53224,9,2,set_7477552,,,899
bnk_7477553,7477553,3993,2010-01-01,DEBIT_CARD,39021,40,7,set_7477553,,,4040
bnk_7477554,7477554,2208,2010-01-01,DEBIT_CARD,34626,22,4,set_7477554,,,2234
bnk_7477555,7477555,990,2010-01-01,DEBIT_CARD,22938,10,2,set_7477555,,,1002
bnk_7477556,7477556,1239,2010-01-01,CREDIT_CARD,25887,25,5,set_7477556,,,1269
bnk_7477557,7477557,1230,2010-01-01,CREDIT_CARD,69972,25,5,set_7477557,,,1260
bnk_7477559,7477559,754,2010-01-01,CREDIT_CARD,69808,15,3,set_7477559,,,772
bnk_7477560,7477560,1286,2010-01-01,DEBIT_CARD,75936,13,2,set_7477560,,,1301
bnk_7477562,7477562,1000,2010-01-01,CREDIT_CARD,21491,20,4,set_7477562,,,1024
bnk_7477563,7477563,11806,2010-01-01,CREDIT_CARD,27092,240,43,set_7477563,,,12000
bnk_7477564,7477564,17787,2010-01-01,DEBIT_CARD,27092,180,32,set_7477564,,,18000
bnk_7477565,7477565,2282,2010-01-01,CREDIT_CARD,18563,47,8,set_7477565,,,2337
bnk_7477566,7477566,9882,2010-01-01,DEBIT_CARD,30928,100,18,set_7477566,,,10000
bnk_7477567,7477567,147,2010-01-01,DEBIT_CARD,20519,1,0,set_7477567,,,148
bnk_7477568,7477568,1262,2010-01-01,DEBIT_CARD,25887,13,2,set_7477568,,,1277
bnk_7477569,7477569,115,2010-01-01,DEBIT_CARD,14528,1,0,set_7477569,,,116
bnk_7477570,7477570,4199,2010-01-01,CREDIT_CARD,49789,86,15,set_7477570,,,4300
bnk_7477571,7477571,1001,2010-01-01,CREDIT_CARD,41080,21,4,set_7477571,,,1026
bnk_7477572,7477572,1247,2010-01-01,CREDIT_CARD,2703,26,5,set_7477572,,,1278
bnk_7477573,7477573,1094,2010-01-01,DEBIT_CARD,69972,11,2,set_7477573,,,1107
bnk_7477574,7477574,2210,2010-01-01,DEBIT_CARD,25717,22,4,set_7477574,,,2236
bnk_7477575,7477575,1726,2010-01-01,CREDIT_CARD,15143,35,6,set_7477575,,,1767
bnk_7477577,7477577,1220,2010-01-01,DEBIT_CARD,25887,12,2,set_7477577,,,1234
bnk_7477578,7477578,9764,2010-01-01,CREDIT_CARD,27092,200,36,set_7477578,,,10000
bnk_7477579,7477579,7906,2010-01-01,DEBIT_CARD,27092,80,14,set_7477579,,,8000
bnk_7477580,7477580,2413,2010-01-01,DEBIT_CARD,75781,24,4,set_7477580,,,2441
bnk_7477581,7477581,672,2010-01-01,CREDIT_CARD,75781,12,2,set_7477581,,,608
bnk_7477583,7477583,9288,2010-01-01,DEBIT_CARD,80770,94,17,set_7477583,,,9399
bnk_7477584,7477584,14767,2010-01-01,DEBIT_CARD,61195,149,27,set_7477584,,,14943
bnk_7477585,7477585,5336,2010-01-01,DEBIT_CARD,59935,54,10,set_7477585,,,5400
bnk_7477586,7477586,73932,2010-01-01,CREDIT_CARD,49637,1514,273,set_7477586,,,75719
bnk_7477587,7477587,28064,2010-01-01,CREDIT_CARD,49637,575,104,set_7477587,,,28744
bnk_7477588,7477588,5261,2010-01-01,DEBIT_CARD,59935,53,10,set_7477588,,,5324
bnk_7477589,7477589,126,2010-01-01,DEBIT_CARD,86438,1,0,set_7477589,,,127
bnk_7477590,7477590,1639,2010-01-01,DEBIT_CARD,51180,17,3,set_7477590,,,1659
bnk_7477591,7477591,2490,2010-01-01,CREDIT_CARD,19756,51,9,set_7477591,,,2550
bnk_7477592,7477592,6252,2010-01-01,DEBIT_CARD,40404,63,11,set_7477592,,,6326
bnk_7477593,7477593,11799,2010-01-01,DEBIT_CARD,61195,119,21,set_7477593,,,11939
bnk_7477594,7477594,7622,2010-01-01,DEBIT_CARD,20561,77,14,set_7477594,,,7713
bnk_7477595,7477595,2603,2010-01-01,DEBIT_CARD,59935,26,5,set_7477595,,,2634
