transaction_id,amount_paise,day,merchant_id,instrument_type
7477568,1277,2010-01-01,25887,DEBIT_CARD
7477569,116,2010-01-01,14528,DEBIT_CARD
7477570,4300,2010-01-01,49789,CREDIT_CARD
7477571,1026,2010-01-01,41080,CREDIT_CARD
7477572,1278,2010-01-01,2703,CREDIT_CARD
7477573,1107,2010-01-01,69972,DEBIT_CARD
7477574,2236,2010-01-01,25717,DEBIT_CARD
7477575,1767,2010-01-01,15143,CREDIT_CARD
7477577,1234,2010-01-01,25887,DEBIT_CARD
7477578,10000,2010-01-01,27092,CREDIT_CARD
7477579,8000,2010-01-01,27092,DEBIT_CARD
7477580,2441,2010-01-01,75781,DEBIT_CARD
7477581,608,2010-01-01,75781,CREDIT_CARD
7477583,9399,2010-01-01,80770,DEBIT_CARD
7477584,14943,2010-01-01,61195,DEBIT_CARD
7477585,5400,2010-01-01,59935,DEBIT_CARD
7477586,75719,2010-01-01,49637,CREDIT_CARD
7477587,28744,2010-01-01,49637,CREDIT_CARD
7477588,5324,2010-01-01,59935,DEBIT_CARD
7477589,127,2010-01-01,86438,DEBIT_CARD
7477590,1659,2010-01-01,51180,DEBIT_CARD
7477591,2550,2010-01-01,19756,CREDIT_CARD
7477592,6326,2010-01-01,40404,DEBIT_CARD
7477593,11939,2010-01-01,61195,DEBIT_CARD
7477594,7713,2010-01-01,20561,DEBIT_CARD
7477595,2634,2010-01-01,59935,DEBIT_CARD
7477597,1421,2010-01-01,84706,DEBIT_CARD
7477598,9300,2010-01-01,59935,DEBIT_CARD
7477600,98,2010-01-01,14528,CREDIT_CARD
7477602,996,2010-01-01,61195,DEBIT_CARD
7477603,4845,2010-01-01,15034,DEBIT_CARD
7477604,9600,2010-01-01,59935,DEBIT_CARD
7477605,15061,2010-01-01,59474,DEBIT_CARD
7477606,8000,2010-01-01,27092,DEBIT_CARD
7477607,21697,2010-01-01,15426,CREDIT_CARD
7477608,62,2010-01-01,86438,DEBIT_CARD
7477609,1435,2010-01-01,28168,DEBIT_CARD
7477610,16304,2010-01-01,52923,DEBIT_CARD
7477611,936,2010-01-01,96655,DEBIT_CARD
7477612,3597,2010-01-01,2703,CREDIT_CARD
7477613,10000,2010-01-01,27092,DEBIT_CARD
7477614,993,2010-01-01,23669,DEBIT_CARD
7477616,1909,2010-01-01,75781,DEBIT_CARD
7477617,4796,2010-01-01,2344,CREDIT_CARD
7477618,50283,2010-01-01,94659,CREDIT_CARD
7477619,6192,2010-01-01,22204,CREDIT_CARD
7477621,8016,2010-01-01,31868,CREDIT_CARD
7477623,3873,2010-01-01,68671,DEBIT_CARD
7477624,786,2010-01-01,75781,CREDIT_CARD
7477625,1373,2010-01-01,48552,CREDIT_CARD
7477626,10000,2010-01-01,27092,DEBIT_CARD
7477627,2197,2010-01-01,39021,CREDIT_CARD
7477628,3779,2010-01-01,39021,DEBIT_CARD
7477629,2214,2010-01-01,15143,CREDIT_CARD
7477630,3058,2010-01-01,91453,CREDIT_CARD
7477632,7128,2010-01-01,20561,DEBIT_CARD
7477633,679,2010-01-01,50783,DEBIT_CARD
7477634,2116,2010-01-01,1863,CREDIT_CARD
7477635,7673,2010-01-01,34378,DEBIT_CARD
7477637,14253,2010-01-01,86369,CREDIT_CARD
7477638,6610,2010-01-01,28111,DEBIT_CARD
7477639,7000,2010-01-01,59935,DEBIT_CARD
7477641,1266,2010-01-01,18215,DEBIT_CARD
7477642,3790,2010-01-01,59935,DEBIT_CARD
7477644,9107,2010-01-01,50292,DEBIT_CARD
7477645,1317,2010-01-01,61195,DEBIT_CARD
7477646,12617,2010-01-01,20916,DEBIT_CARD
7477647,1519,2010-01-01,99539,CREDIT_CARD
7477648,1176,2010-01-01,36736,DEBIT_CARD
7477649,258,2010-01-01,81759,CREDIT_CARD
7477650,2160,2010-01-01,21461,DEBIT_CARD
7477652,8000,2010-01-01,27092,DEBIT_CARD
7477654,33439,2010-01-01,86369,CREDIT_CARD
7477656,2175,2010-01-01,34626,DEBIT_CARD
7477657,5800,2010-01-01,59935,DEBIT_CARD
7477661,2347,2010-01-01,31046,DEBIT_CARD
7477662,5641,2010-01-01,59935,DEBIT_CARD
7477664,1073,2010-01-01,2177,DEBIT_CARD
7477665,3857,2010-01-01,41122,CREDIT_CARD
7477667,50,2010-01-01,61195,CREDIT_CARD
7477668,9800,2010-01-01,68671,DEBIT_CARD
7477669,3129,2010-01-01,41122,DEBIT_CARD
7477674,3260,2010-01-01,39021,DEBIT_CARD
7477675,20000,2010-01-01,27092,CREDIT_CARD
7477678,4974,2010-01-01,39021,DEBIT_CARD
7477679,8676,2010-01-01,70129,CREDIT_CARD
7477680,5002,2010-01-01,76893,CREDIT_CARD
7477681,1808,2010-01-01,19040,DEBIT_CARD
7477682,8300,2010-01-01,61195,DEBIT_CARD
7477683,4319,2010-01-01,97962,DEBIT_CARD
7477686,5819,2010-01-01,39021,CREDIT_CARD
7477688,23150,2010-01-01,92822,CREDIT_CARD
7477689,885,2010-01-01,75781,CREDIT_CARD
7477690,8480,2010-01-01,56840,DEBIT_CARD
7477691,1666,2010-01-01,61195,DEBIT_CARD
7477692,1227,2010-01-01,22204,DEBIT_CARD
7477693,30625,2010-01-01,100012,DEBIT_CARD
7477696,6490,2010-01-01,17799,CREDIT_CARD
7477697,21368,2010-01-01,31258,DEBIT_CARD
7477698,4548,2010-01-01,10185,CREDIT_CARD
7477699,2869,2010-01-01,59935,DEBIT_CARD
7477703,1393,2010-01-01,69972,DEBIT_CARD
7477706,1681,2010-01-01,15143,DEBIT_CARD
7477708,15667,2010-01-01,59350,DEBIT_CARD
7477709,134,2010-01-01,86438,CREDIT_CARD
7477710,14272,2010-01-01,63023,DEBIT_CARD
7477711,3687,2010-01-01,15143,DEBIT_CARD
7477714,935,2010-01-01,25887,DEBIT_CARD
7477716,4497,2010-01-01,46417,DEBIT_CARD
7477717,992,2010-01-01,69972,DEBIT_CARD
7477718,4712,2010-01-01,95065,DEBIT_CARD
7477719,4960,2010-01-01,43293,CREDIT_CARD
7477720,17564,2010-01-01,15426,DEBIT_CARD
7477721,6000,2010-01-01,27092,CREDIT_CARD
7477723,4155,2010-01-01,84661,DEBIT_CARD
7477725,11874,2010-01-01,62446,DEBIT_CARD
7477726,1616,2010-01-01,18563,CREDIT_CARD
7477727,4147,2010-01-01,60569,DEBIT_CARD
7477728,5095,2010-01-01,39021,DEBIT_CARD
7477730,8632,2010-01-01,64182,DEBIT_CARD
7477731,8200,2010-01-01,43293,DEBIT_CARD
7477733,232,2010-01-01,14528,DEBIT_CARD
7477735,1327,2010-01-01,69956,CREDIT_CARD
7477736,36831,2010-01-01,60594,DEBIT_CARD
7477738,16000,2010-01-01,27092,CREDIT_CARD
7477739,16447,2010-01-01,30286,DEBIT_CARD
7477740,1471,2010-01-01,85945,CREDIT_CARD
7477741,1661,2010-01-01,47399,DEBIT_CARD
7477742,1540,2010-01-01,39637,DEBIT_CARD
7477744,1301,2010-01-01,75781,DEBIT_CARD
7477745,10000,2010-01-01,27092,DEBIT_CARD
7477746,22755,2010-01-01,74934,CREDIT_CARD
7477747,9573,2010-01-01,41044,CREDIT_CARD
7477749,63556,2010-01-01,7257,DEBIT_CARD
7477752,1854,2010-01-01,19964,CREDIT_CARD
7477753,1892,2010-01-01,18563,DEBIT_CARD
7477756,755,2010-01-01,78454,CREDIT_CARD
7477757,5418,2010-01-01,39021,DEBIT_CARD
7477758,8500,2010-01-01,59935,DEBIT_CARD
7477759,299,2010-01-01,75936,DEBIT_CARD
7477760,10000,2010-01-01,27092,DEBIT_CARD
7477763,1066,2010-01-01,80156,DEBIT_CARD
7477764,1198,2010-01-01,79425,DEBIT_CARD
7477765,5493,2010-01-01,32175,DEBIT_CARD
7477767,829,2010-01-01,22204,CREDIT_CARD
7477768,12000,2010-01-01,27092,DEBIT_CARD
7477769,4040,2010-01-01,36100,DEBIT_CARD
7477773,1099,2010-01-01,39021,DEBIT_CARD
7477774,10683,2010-01-01,75781,CREDIT_CARD
7477776,1036,2010-01-01,30697,DEBIT_CARD
7477777,2402,2010-01-01,15143,CREDIT_CARD
7477778,5200,2010-01-01,22204,DEBIT_CARD
7477780,1214,2010-01-01,81833,DEBIT_CARD
7477781,1871,2010-01-01,36392,DEBIT_CARD
7477782,3445,2010-01-01,1631,DEBIT_CARD
7477783,6420,2010-01-01,43293,DEBIT_CARD
7477784,170,2010-01-01,59935,DEBIT_CARD
7477785,1531,2010-01-01,19756,DEBIT_CARD
7477786,3159,2010-01-01,39021,DEBIT_CARD
7477787,8116,2010-01-01,91128,DEBIT_CARD
7477788,6000,2010-01-01,27092,DEBIT_CARD
7477789,143,2010-01-01,59935,CREDIT_CARD
7477790,3269,2010-01-01,33326,DEBIT_CARD
7477791,4213,2010-01-01,61195,DEBIT_CARD
7477792,2786,2010-01-01,22204,DEBIT_CARD
7477794,6100,2010-01-01,59935,CREDIT_CARD
7477795,5300,2010-01-01,43293,DEBIT_CARD
7477797,5862,2010-01-01,46474,DEBIT_CARD
7477798,1214,2010-01-01,80374,DEBIT_CARD
7477799,14619,2010-01-01,90841,CREDIT_CARD
7477800,132,2010-01-01,75606,DEBIT_CARD
7477803,5492,2010-01-01,31883,CREDIT_CARD
7477804,8206,2010-01-01,25572,CREDIT_CARD
7477805,1338,2010-01-01,59312,DEBIT_CARD
7477806,659,2010-01-01,50783,CREDIT_CARD
7477807,3564,2010-01-01,16798,CREDIT_CARD
7477808,4594,2010-01-01,43293,DEBIT_CARD
7477809,11562,2010-01-01,64182,DEBIT_CARD
7477810,5163,2010-01-01,46284,CREDIT_CARD
7477812,2314,2010-01-01,9932,DEBIT_CARD
7477813,10813,2010-01-01,18131,DEBIT_CARD
7477814,2528,2010-01-01,15143,DEBIT_CARD
7477815,822,2010-01-01,61195,DEBIT_CARD
7477816,161,2010-01-01,14528,DEBIT_CARD
7477817,1010,2010-01-01,61195,CREDIT_CARD
7477818,37891,2010-01-01,34488,DEBIT_CARD
7477819,2800,2010-01-01,15143,CREDIT_CARD
7477821,5200,2010-01-01,43293,CREDIT_CARD
7477823,3985,2010-01-01,43293,DEBIT_CARD
7477825,6000,2010-01-01,27092,CREDIT_CARD
7477826,2652,2010-01-01,39021,CREDIT_CARD
7477827,35455,2010-01-01,73661,DEBIT_CARD
7477828,16000,2010-01-01,27092,DEBIT_CARD
7477829,3928,2010-01-01,61195,DEBIT_CARD
7477830,985,2010-01-01,22204,DEBIT_CARD
7477832,3782,2010-01-01,75781,DEBIT_CARD
7477835,5232,2010-01-01,15143,DEBIT_CARD
7477836,685,2010-01-01,59397,DEBIT_CARD
7477837,938,2010-01-01,46284,CREDIT_CARD
7477838,15146,2010-01-01,96585,CREDIT_CARD
7477840,6000,2010-01-01,43293,DEBIT_CARD
7477841,1559,2010-01-01,18563,CREDIT_CARD
7477842,7000,2010-01-01,50867,CREDIT_CARD
7477844,17723,2010-01-01,30286,CREDIT_CARD
7477847,674,2010-01-01,13523,DEBIT_CARD
7477848,2282,2010-01-01,84460,DEBIT_CARD
7477849,3748,2010-01-01,36778,DEBIT_CARD
7477850,3936,2010-01-01,39021,CREDIT_CARD
7477851,5805,2010-01-01,60569,DEBIT_CARD
7477852,195,2010-01-01,74357,CREDIT_CARD
7477854,6800,2010-01-01,61195,DEBIT_CARD
7477855,5524,2010-01-01,43293,DEBIT_CARD
7477856,4068,2010-01-01,41122,CREDIT_CARD
7477857,1014,2010-01-01,31671,DEBIT_CARD
7477859,1526,2010-01-01,78113,DEBIT_CARD
7477861,3720,2010-01-01,1967,DEBIT_CARD
7477862,11099,2010-01-01,72353,CREDIT_CARD
7477866,5991,2010-01-01,50867,CREDIT_CARD
7477867,8200,2010-01-01,61195,DEBIT_CARD
7477868,1014,2010-01-01,61195,CREDIT_CARD
7477869,2000,2010-01-01,90538,DEBIT_CARD
7477873,2180,2010-01-01,63627,DEBIT_CARD
7477874,9480,2010-01-01,60569,DEBIT_CARD
7477875,5912,2010-01-01,51755,DEBIT_CARD
7477876,6232,2010-01-01,16041,CREDIT_CARD
7477877,8734,2010-01-01,61195,DEBIT_CARD
7477879,2511,2010-01-01,98374,DEBIT_CARD
7477880,2658,2010-01-01,18563,DEBIT_CARD
7477882,4425,2010-01-01,90981,DEBIT_CARD
7477884,3616,2010-01-01,15143,DEBIT_CARD
7477885,10000,2010-01-01,27092,CREDIT_CARD
7477886,3077,2010-01-01,18563,DEBIT_CARD
7477887,4024,2010-01-01,81759,DEBIT_CARD
7477890,7600,2010-01-01,43293,CREDIT_CARD
7477891,753,2010-01-01,1642,DEBIT_CARD
7477892,16882,2010-01-01,57133,CREDIT_CARD
7477894,2138,2010-01-01,16798,DEBIT_CARD
7477895,3224,2010-01-01,11559,CREDIT_CARD
7477896,7600,2010-01-01,43293,DEBIT_CARD
7477897,2721,2010-01-01,57391,CREDIT_CARD
7477898,851,2010-01-01,75936,CREDIT_CARD
7477900,4609,2010-01-01,39021,DEBIT_CARD
7477901,7494,2010-01-01,39021,CREDIT_CARD
7477902,7300,2010-01-01,50783,DEBIT_CARD
7477903,3808,2010-01-01,68177,DEBIT_CARD
7477904,3244,2010-01-01,60569,DEBIT_CARD
7477905,1174,2010-01-01,50783,CREDIT_CARD
7477907,1204,2010-01-01,20561,DEBIT_CARD
7477908,1604,2010-01-01,16798,DEBIT_CARD
7477909,3592,2010-01-01,81718,DEBIT_CARD
7477912,4406,2010-01-01,39021,CREDIT_CARD
7477913,7554,2010-01-01,43293,DEBIT_CARD
7477914,1418,2010-01-01,50783,DEBIT_CARD
7477915,11624,2010-01-01,32175,DEBIT_CARD
7477917,102,2010-01-01,14528,DEBIT_CARD
7477918,2662,2010-01-01,39021,DEBIT_CARD
7477919,7710,2010-01-01,68751,DEBIT_CARD
7477920,5329,2010-01-01,67570,DEBIT_CARD
7477921,165,2010-01-01,14528,DEBIT_CARD
7477922,1670,2010-01-01,18014,CREDIT_CARD
7477923,6039,2010-01-01,22204,DEBIT_CARD
7477924,847,2010-01-01,22938,DEBIT_CARD
7477925,122,2010-01-01,75781,DEBIT_CARD
7477927,4734,2010-01-01,68135,CREDIT_CARD
7477928,552,2010-01-01,60569,DEBIT_CARD
7477929,3377,2010-01-01,63683,CREDIT_CARD
7477930,705,2010-01-01,55416,DEBIT_CARD
7477931,3696,2010-01-01,41122,DEBIT_CARD
7477932,3465,2010-01-01,46951,DEBIT_CARD
7477933,5238,2010-01-01,98374,DEBIT_CARD
7477935,3457,2010-01-01,43293,CREDIT_CARD
7477936,5189,2010-01-01,15143,CREDIT_CARD
7477937,1101,2010-01-01,62913,CREDIT_CARD
7477938,467,2010-01-01,34490,CREDIT_CARD
7477939,31448,2010-01-01,5134,DEBIT_CARD
7477941,2049,2010-01-01,70927,CREDIT_CARD
7477942,1020,2010-01-01,62764,DEBIT_CARD
7477943,4901,2010-01-01,22204,DEBIT_CARD
7477944,2203,2010-01-01,45344,DEBIT_CARD
7477945,9396,2010-01-01,20561,CREDIT_CARD
7477946,1257,2010-01-01,19964,DEBIT_CARD
7477947,1000,2010-01-01,61195,CREDIT_CARD
7477948,8200,2010-01-01,59935,DEBIT_CARD
7477949,278,2010-01-01,50783,CREDIT_CARD
7477951,98,2010-01-01,14528,DEBIT_CARD
7477952,4165,2010-01-01,41122,DEBIT_CARD
7477953,4653,2010-01-01,59350,CREDIT_CARD
7477958,1107,2010-01-01,18563,DEBIT_CARD
7477960,2393,2010-01-01,18563,CREDIT_CARD
7477962,2074,2010-01-01,18563,DEBIT_CARD
7477963,3393,2010-01-01,16030,CREDIT_CARD
7477964,1555,2010-01-01,32175,DEBIT_CARD
7477967,2442,2010-01-01,45149,CREDIT_CARD
7477969,5379,2010-01-01,52100,DEBIT_CARD
7477970,16000,2010-01-01,27092,DEBIT_CARD
7477971,2243,2010-01-01,64656,DEBIT_CARD
7477972,4671,2010-01-01,1967,DEBIT_CARD
7477973,20212,2010-01-01,81833,DEBIT_CARD
7477975,8860,2010-01-01,19496,DEBIT_CARD
7477978,1466,2010-01-01,18563,CREDIT_CARD
7477979,956,2010-01-01,58022,DEBIT_CARD
7477980,5028,2010-01-01,13646,DEBIT_CARD
7477982,11462,2010-01-01,60569,DEBIT_CARD
7477983,6500,2010-01-01,43293,CREDIT_CARD
7477985,1066,2010-01-01,46284,DEBIT_CARD
7477986,1756,2010-01-01,39021,CREDIT_CARD
7477987,9663,2010-01-01,61806,CREDIT_CARD
7477989,7,2010-01-01,14528,DEBIT_CARD
7477991,6045,2010-01-01,22204,DEBIT_CARD
7477992,5949,2010-01-01,59935,DEBIT_CARD
7477994,1865,2010-01-01,15143,DEBIT_CARD
7477995,8157,2010-01-01,74938,CREDIT_CARD
7477996,170,2010-01-01,14528,DEBIT_CARD
7477998,2279,2010-01-01,39021,DEBIT_CARD
7478001,4154,2010-01-01,41122,CREDIT_CARD
7478003,6406,2010-01-01,75781,DEBIT_CARD
7478004,7362,2010-01-01,34490,CREDIT_CARD
7478005,4009,2010-01-01,32175,DEBIT_CARD
7478006,10000,2010-01-01,27092,CREDIT_CARD
7478010,5552,2010-01-01,73661,CREDIT_CARD
7478011,2780,2010-01-01,56431,DEBIT_CARD
7478013,13517,2010-01-01,53405,CREDIT_CARD
7478014,4023,2010-01-01,88544,DEBIT_CARD
7478015,12000,2010-01-01,27092,DEBIT_CARD
7478016,915,2010-01-01,39021,DEBIT_CARD
7478017,19437,2010-01-01,11121,CREDIT_CARD
7478018,809,2010-01-01,51952,CREDIT_CARD
7478019,8300,2010-01-01,22204,DEBIT_CARD
7478021,10499,2010-01-01,9932,DEBIT_CARD
7478023,584,2010-01-01,50783,DEBIT_CARD
7478024,1238,2010-01-01,75781,DEBIT_CARD
7478025,713,2010-01-01,43293,CREDIT_CARD
7478026,222,2010-01-01,14528,DEBIT_CARD
7478027,278,2010-01-01,39021,CREDIT_CARD
7478028,9570,2010-01-01,99104,CREDIT_CARD
7478029,2521,2010-01-01,18563,CREDIT_CARD
7478030,3863,2010-01-01,15143,DEBIT_CARD
7478031,883,2010-01-01,50783,CREDIT_CARD
7478032,746,2010-01-01,22938,DEBIT_CARD
7478036,3300,2010-01-01,16798,CREDIT_CARD
7478037,1797,2010-01-01,39021,DEBIT_CARD
7478038,5075,2010-01-01,39021,CREDIT_CARD
7478040,6442,2010-01-01,32175,CREDIT_CARD
7478041,2685,2010-01-01,16798,CREDIT_CARD
7478043,11961,2010-01-01,30289,DEBIT_CARD
7478045,8439,2010-01-01,43293,DEBIT_CARD
7478046,3170,2010-01-01,1631,DEBIT_CARD
7478048,7556,2010-01-01,41122,DEBIT_CARD
7478049,22565,2010-01-01,47928,CREDIT_CARD
7478050,4267,2010-01-01,13646,DEBIT_CARD
7478051,1026,2010-01-01,83229,CREDIT_CARD
7478052,1274,2010-01-01,60569,DEBIT_CARD
7478053,6800,2010-01-01,43293,DEBIT_CARD
7478055,5157,2010-01-01,27310,CREDIT_CARD
7478056,9688,2010-01-01,59935,DEBIT_CARD
7478057,247,2010-01-01,44706,DEBIT_CARD
7478058,3173,2010-01-01,15143,DEBIT_CARD
7478059,6600,2010-01-01,59935,DEBIT_CARD
7478060,8973,2010-01-01,39021,CREDIT_CARD
7478062,1359,2010-01-01,36577,CREDIT_CARD
7478063,4396,2010-01-01,39021,DEBIT_CARD
7478064,511,2010-01-01,68765,CREDIT_CARD
7478065,6864,2010-01-01,79927,DEBIT_CARD
7478067,3766,2010-01-01,63683,DEBIT_CARD
7478068,9500,2010-01-01,39549,CREDIT_CARD
7478069,3352,2010-01-01,22204,DEBIT_CARD
7478071,12000,2010-01-01,27092,DEBIT_CARD
7478072,819,2010-01-01,25887,DEBIT_CARD
7478075,7900,2010-01-01,59935,DEBIT_CARD
7478078,2500,2010-01-01,1631,DEBIT_CARD
7478079,3830,2010-01-01,46284,DEBIT_CARD
7478080,4838,2010-01-01,44306,CREDIT_CARD
7478081,11380,2010-01-01,135,DEBIT_CARD
7478083,4305,2010-01-01,64951,DEBIT_CARD
7478084,16976,2010-01-01,77460,DEBIT_CARD
7478085,4877,2010-01-01,22204,DEBIT_CARD
7478086,1391,2010-01-01,15143,DEBIT_CARD
7478087,3651,2010-01-01,39021,CREDIT_CARD
7478089,1426,2010-01-01,7082,DEBIT_CARD
7478091,3721,2010-01-01,59935,CREDIT_CARD
7478090,6100,2010-01-01,59935,CREDIT_CARD
7478092,4016,2010-01-01,25757,DEBIT_CARD
7478094,6600,2010-01-01,61195,CREDIT_CARD
7478095,91,2010-01-01,33054,CREDIT_CARD
7478096,246,2010-01-01,70984,DEBIT_CARD
7478097,4059,2010-01-01,39021,DEBIT_CARD
7478098,1646,2010-01-01,1631,DEBIT_CARD
7478100,692,2010-01-01,30928,CREDIT_CARD
7478101,4746,2010-01-01,73186,DEBIT_CARD
7478102,956,2010-01-01,99370,DEBIT_CARD
7478103,6079,2010-01-01,37369,CREDIT_CARD
7478104,1601,2010-01-01,32175,DEBIT_CARD
7478106,1481,2010-01-01,16798,CREDIT_CARD
7478108,2021,2010-01-01,92741,DEBIT_CARD
7478110,2940,2010-01-01,90755,DEBIT_CARD
7478111,1125,2010-01-01,91128,DEBIT_CARD
7478112,9407,2010-01-01,22465,DEBIT_CARD
7478114,1642,2010-01-01,53517,DEBIT_CARD
7478115,7661,2010-01-01,39021,DEBIT_CARD
7478116,1092,2010-01-01,59935,CREDIT_CARD
7478117,6287,2010-01-01,50867,CREDIT_CARD
7478118,1955,2010-01-01,81922,CREDIT_CARD
7478120,1065,2010-01-01,37630,CREDIT_CARD
7478122,9300,2010-01-01,22204,DEBIT_CARD
7478123,149,2010-01-01,75781,DEBIT_CARD
7478124,21485,2010-01-01,32480,CREDIT_CARD
7478125,2864,2010-01-01,1770,CREDIT_CARD
7478127,4181,2010-01-01,86959,DEBIT_CARD
7478128,765,2010-01-01,75781,CREDIT_CARD
7478130,3055,2010-01-01,49239,DEBIT_CARD
7478131,1808,2010-01-01,16798,DEBIT_CARD
7478132,4358,2010-01-01,61195,CREDIT_CARD
7478133,6800,2010-01-01,59935,CREDIT_CARD
7478135,9807,2010-01-01,92822,CREDIT_CARD
7478136,4000,2010-01-01,27092,CREDIT_CARD
7478141,15590,2010-01-01,79927,CREDIT_CARD
7478142,12962,2010-01-01,52923,CREDIT_CARD
7478143,6900,2010-01-01,50867,CREDIT_CARD
7478145,278,2010-01-01,75781,DEBIT_CARD
7478146,7100,2010-01-01,22204,DEBIT_CARD
7478147,1252,2010-01-01,4312,DEBIT_CARD
7478148,894,2010-01-01,32858,DEBIT_CARD
7478149,10029,2010-01-01,81833,DEBIT_CARD
7478150,5317,2010-01-01,61195,DEBIT_CARD
7478152,13426,2010-01-01,44795,DEBIT_CARD
7478153,4137,2010-01-01,26810,DEBIT_CARD
7478154,6400,2010-01-01,26810,DEBIT_CARD
7478155,106,2010-01-01,14528,DEBIT_CARD
7478156,2320,2010-01-01,81922,CREDIT_CARD
7478157,12370,2010-01-01,42967,DEBIT_CARD
7478158,1003,2010-01-01,68671,CREDIT_CARD
7478160,1677,2010-01-01,3306,DEBIT_CARD
7478161,2373,2010-01-01,45926,CREDIT_CARD
7478163,1894,2010-01-01,16798,CREDIT_CARD
7478165,11870,2010-01-01,16790,DEBIT_CARD
7478166,2557,2010-01-01,13932,DEBIT_CARD
7478167,6992,2010-01-01,75936,CREDIT_CARD
7478168,96,2010-01-01,14528,DEBIT_CARD
7478169,3406,2010-01-01,45989,DEBIT_CARD
7478170,1463,2010-01-01,7929,CREDIT_CARD
7478171,5459,2010-01-01,32175,DEBIT_CARD
7478172,3607,2010-01-01,50517,DEBIT_CARD
7478174,2183,2010-01-01,10186,CREDIT_CARD
7478175,8200,2010-01-01,61195,DEBIT_CARD
7478178,8000,2010-01-01,27092,CREDIT_CARD
7478179,1402,2010-01-01,51238,DEBIT_CARD
7478180,1807,2010-01-01,16798,DEBIT_CARD
7478181,12203,2010-01-01,31883,DEBIT_CARD
7478182,1264,2010-01-01,3919,DEBIT_CARD
7478184,11128,2010-01-01,96896,DEBIT_CARD
7478185,1866,2010-01-01,18563,CREDIT_CARD
7478186,49252,2010-01-01,51593,DEBIT_CARD
7478187,5508,2010-01-01,59935,DEBIT_CARD
7478188,3998,2010-01-01,83743,DEBIT_CARD
7478191,9678,2010-01-01,45063,CREDIT_CARD
7478195,1440,2010-01-01,40122,CREDIT_CARD
7478198,914,2010-01-01,61195,CREDIT_CARD
7478200,1608,2010-01-01,78940,DEBIT_CARD
7478202,705,2010-01-01,17613,DEBIT_CARD
7478203,8344,2010-01-01,60569,CREDIT_CARD
7478204,1040,2010-01-01,13067,CREDIT_CARD
7478206,5700,2010-01-01,22204,CREDIT_CARD
7478207,1982,2010-01-01,96964,CREDIT_CARD
7478208,107,2010-01-01,86438,DEBIT_CARD
7478209,4728,2010-01-01,84146,DEBIT_CARD
7478212,7980,2010-01-01,46284,DEBIT_CARD
7478213,2903,2010-01-01,39021,CREDIT_CARD
7478215,10162,2010-01-01,75781,CREDIT_CARD
7478216,9409,2010-01-01,59935,DEBIT_CARD
7478217,8946,2010-01-01,81833,CREDIT_CARD
7478219,4261,2010-01-01,39021,DEBIT_CARD
7478222,1514,2010-01-01,15143,DEBIT_CARD
7478223,257,2010-01-01,14528,DEBIT_CARD
7478224,12566,2010-01-01,72719,DEBIT_CARD
7478226,1250,2010-01-01,54412,DEBIT_CARD
7478228,8590,2010-01-01,60569,DEBIT_CARD
7478229,16950,2010-01-01,48919,DEBIT_CARD
7478237,14995,2010-01-01,2177,CREDIT_CARD
7478238,2780,2010-01-01,18563,DEBIT_CARD
7478239,2319,2010-01-01,81922,DEBIT_CARD
7478241,283,2010-01-01,18563,CREDIT_CARD
7478242,1282,2010-01-01,22204,CREDIT_CARD
7478243,205,2010-01-01,45926,DEBIT_CARD
7478244,1933,2010-01-01,26810,DEBIT_CARD
7478245,8600,2010-01-01,61195,CREDIT_CARD
7478247,5046,2010-01-01,86410,DEBIT_CARD
7478248,3830,2010-01-01,22204,CREDIT_CARD
7478250,6648,2010-01-01,36934,DEBIT_CARD
7478251,2463,2010-01-01,25954,DEBIT_CARD
7478253,4366,2010-01-01,41122,DEBIT_CARD
7478254,14260,2010-01-01,31088,DEBIT_CARD
7478255,10000,2010-01-01,27092,DEBIT_CARD
7478256,6032,2010-01-01,27770,DEBIT_CARD
7478257,6800,2010-01-01,59935,DEBIT_CARD
7478258,1669,2010-01-01,47278,CREDIT_CARD
7478259,8340,2010-01-01,60569,CREDIT_CARD
7478260,4416,2010-01-01,39021,DEBIT_CARD
7478261,6527,2010-01-01,34488,DEBIT_CARD
7478262,3322,2010-01-01,63683,DEBIT_CARD
7478263,133,2010-01-01,14528,DEBIT_CARD
7478264,1186,2010-01-01,75781,DEBIT_CARD
7478265,4779,2010-01-01,31295,CREDIT_CARD
7478266,3112,2010-01-01,66428,DEBIT_CARD
7478268,518,2010-01-01,46474,DEBIT_CARD
7478269,1705,2010-01-01,32606,DEBIT_CARD
7478270,404,2010-01-01,59618,CREDIT_CARD
7478272,2772,2010-01-01,19756,DEBIT_CARD
7478273,10000,2010-01-01,27092,DEBIT_CARD
7478274,3167,2010-01-01,16798,DEBIT_CARD
7478275,3645,2010-01-01,89707,CREDIT_CARD
7478278,2474,2010-01-01,16798,CREDIT_CARD
7478279,2277,2010-01-01,17708,CREDIT_CARD
7478280,2621,2010-01-01,39021,CREDIT_CARD
7478281,426,2010-01-01,46983,CREDIT_CARD
7478285,1221,2010-01-01,82585,CREDIT_CARD
7478286,2475,2010-01-01,39021,DEBIT_CARD
7478287,8658,2010-01-01,36545,DEBIT_CARD
7478288,881,2010-01-01,50783,DEBIT_CARD
7478290,12000,2010-01-01,27092,CREDIT_CARD
7478293,2286,2010-01-01,18563,DEBIT_CARD
